;Train-Train;Train-Test;Test-Test
162th;0,289866;0,403318;0,435989
163th;0,289923;0,403375;0,437612
164th;0,290073;0,403843;0,438001
165th;0,290341;0,403887;0,438539
166th;0,290408;0,404523;0,438882
167th;0,290715;0,404582;0,438940
168th;0,290897;0,405905;0,439083
169th;0,291447;0,406156;0,439362
170th;0,291733;0,406210;0,439439
171th;0,291776;0,406925;0,439536
172th;0,291837;0,407764;0,440803
173th;0,292473;0,407853;0,441804
174th;0,292809;0,408084;0,442089
175th;0,293514;0,408328;0,442133
176th;0,293713;0,408874;0,442827
177th;0,294767;0,409283;0,443605
178th;0,295509;0,409451;0,443828
179th;0,295807;0,409915;0,444652
180th;0,295970;0,410406;0,444829
181th;0,296101;0,410481;0,444882
182th;0,296651;0,410553;0,445592
183th;0,296761;0,411283;0,445932
184th;0,296777;0,413277;0,446183
185th;0,298339;0,415105;0,446539
186th;0,298523;0,415156;0,447349
187th;0,299202;0,415514;0,448285
188th;0,300533;0,415771;0,448627
189th;0,300840;0,417284;0,450161
190th;0,301172;0,418615;0,451344
191th;0,301172;0,419048;0,451396
192th;0,301216;0,419076;0,451480
193th;0,301236;0,419167;0,451544
194th;0,301694;0,419541;0,452061
195th;0,301972;0,419662;0,453454
196th;0,302073;0,420199;0,454104
197th;0,302612;0,420343;0,454361
198th;0,302618;0,421187;0,454900
199th;0,302998;0,421898;0,455008
200th;0,303047;0,421918;0,455362
