;Train-Train;Train-Test;Test-Test
84th;24,630711;32,101768;34,920223
85th;24,633762;32,228191;34,994198
86th;24,633762;32,431660;35,054420
87th;24,638123;32,518505;35,153793
88th;24,669693;32,624805;35,161015
89th;24,732159;32,645229;35,202984
90th;24,739225;32,665325;35,434746
91th;24,826586;32,684334;35,491470
92th;24,826586;32,732044;35,569912
93th;24,828022;32,745705;36,016056
94th;24,851433;32,759659;36,020882
95th;24,953081;32,824581;36,020882
96th;24,953081;32,959255;36,175030
97th;25,046518;32,969444;36,250645
98th;25,069824;33,036438;36,402481
99th;25,097311;33,130306;36,424259
100th;25,100424;33,240952;36,538620
101th;25,242607;33,272079;36,696625
102th;25,256496;33,381611;36,696629
103th;25,382753;33,478363;36,737667
104th;25,437845;33,551498;36,779751
105th;25,550913;33,552898;36,871822
106th;25,629877;33,768108;36,935543
107th;25,630640;34,084454;37,046001
108th;25,637691;34,341576;37,080452
109th;25,656078;34,840149;37,123539
110th;25,692461;35,049740;37,123581
111th;25,706400;35,072136;37,282703
112th;25,790993;35,076477;37,303024
113th;25,801527;35,288792;37,347816
114th;25,811810;35,334396;37,363293
115th;25,858690;35,342854;37,485519
116th;25,858690;35,430279;37,590309
117th;25,985271;35,780582;37,787750
118th;26,119766;36,054214;38,010330
119th;26,237795;36,319115;38,078918
120th;26,268595;36,368931;38,232941
121th;26,277292;36,422756;38,336910
122th;26,321852;36,534496;38,685833
123th;26,365223;36,616028;39,018276
124th;26,376480;36,649414;39,056450
125th;26,376480;36,775768;39,141472
126th;26,377092;36,844242;39,361855
127th;26,377554;36,923698;39,547836
128th;26,378851;36,955578;39,604588
129th;26,430204;37,488125;39,626381
130th;26,447176;37,549240;39,644318
131th;26,622377;37,795090;39,646683
132th;26,633215;37,922001;39,979290
133th;26,633215;37,954124;40,148457
134th;26,652861;37,976349;40,269745
135th;26,657990;38,021248;40,358162
136th;26,658943;38,157772;40,651470
137th;26,660627;38,248978;40,771851
138th;26,748539;38,313187;40,830585
139th;26,754381;38,326771;40,872074
140th;26,764235;38,329601;41,161030
141th;26,764235;38,351070;41,204048
142th;26,796835;38,351276;41,263351
143th;26,805161;38,363140;41,269691
144th;26,817963;38,380394;41,357059
145th;26,838930;38,468330;41,378963
146th;26,843586;38,485794;41,446312
147th;26,997396;38,503857;41,602283
148th;27,006727;38,546085;41,615955
149th;27,006727;38,684422;41,621529
150th;27,014175;38,707436;41,631287
151th;27,055788;38,776932;41,650894
152th;27,062319;38,924908;41,779041
153th;27,110884;38,962723;41,965118
154th;27,166874;39,031311;42,031239
155th;27,184267;39,072849;42,040718
156th;27,196478;39,124802;42,189259
157th;27,236523;39,146160;42,292877
158th;27,239389;39,183662;42,314762
159th;27,339268;39,307583;42,352684
160th;27,389408;39,359631;42,584671
161th;27,417063;39,371552;42,642776
162th;27,424328;39,589691;42,754387
163th;27,427176;39,746857;42,799862
164th;27,547686;39,847267;42,818478
165th;27,585096;39,874413;42,938545
166th;27,618265;39,876568;42,977577
167th;27,697304;39,905746;43,181213
168th;27,710558;39,954956;43,227009
169th;27,710558;40,206524;43,332226
170th;27,722027;40,313419;43,332584
171th;27,754927;40,456284;43,561871
172th;27,793322;40,470379;43,572788
173th;27,858179;40,538563;43,594196
174th;27,895872;40,551422;43,753391
175th;27,945696;40,557274;43,770218
176th;27,962029;40,577858;43,781685
177th;27,984371;40,639034;43,811520
178th;27,985910;40,692516;43,843559
179th;28,021755;40,792217;43,892403
180th;28,047707;40,799435;43,950157
181th;28,064796;41,088131;44,020638
182th;28,067858;41,268555;44,083839
183th;28,097486;41,321247;44,105343
184th;28,108919;41,571476;44,145512
185th;28,172529;41,741203;44,175499
186th;28,234509;41,744667;44,275658
187th;28,270872;41,749744;44,520447
188th;28,272669;41,773293;44,547901
189th;28,334497;41,784229;44,594879
190th;28,336151;41,880131;44,617996
191th;28,350210;41,933353;44,810017
192th;28,402382;41,946434;44,844437
193th;28,446083;41,961292;44,877438
194th;28,522247;41,973949;45,068436
195th;28,654596;42,058369;45,095947
196th;28,692198;42,070881;45,130714
197th;28,834185;42,391590;45,162209
198th;28,862991;42,590298;45,301334
199th;28,893932;42,597683;45,396431
200th;28,897448;42,727676;45,429935
