;Train-Train;Train-Test;Test-Test
69th;8,631112;9,864660;12,604524
70th;8,633403;9,870005;12,664233
71th;8,635806;9,873516;12,674100
72th;8,679909;9,879944;12,746055
73th;8,699015;9,885329;12,783962
74th;8,702690;9,967182;12,807774
75th;8,726587;10,021729;12,856014
76th;8,782640;10,050264;12,909447
77th;8,811752;10,107624;12,910751
78th;8,817042;10,119984;12,910751
79th;8,817042;10,263616;12,933461
80th;8,844026;10,289036;13,002479
81th;8,844026;10,323172;13,004131
82th;8,845351;10,323479;13,090244
83th;8,858259;10,329484;13,137494
84th;8,871148;10,364829;13,208255
85th;8,871313;10,402871;13,288381
86th;8,871863;10,405124;13,304061
87th;8,875055;10,426079;13,330680
88th;8,907072;10,474626;13,360207
89th;8,922244;10,491580;13,385473
90th;8,938210;10,520070;13,406178
91th;8,951257;10,527493;13,416844
92th;8,951257;10,531806;13,425430
93th;8,964829;10,672321;13,431467
94th;8,964829;10,754768;13,478027
95th;8,976260;10,808842;13,490738
96th;9,041112;10,846227;13,490738
97th;9,065355;10,847802;13,545676
98th;9,067025;10,953426;13,547803
99th;9,107754;10,989163;13,591810
100th;9,107754;11,112440;13,715048
101th;9,147233;11,162069;13,736179
102th;9,160462;11,175578;13,838070
103th;9,173884;11,204378;13,866551
104th;9,189466;11,217052;13,866551
105th;9,193357;11,543396;13,988905
106th;9,203960;11,607177;14,199471
107th;9,203960;11,619790;14,266198
108th;9,214353;11,776483;14,452508
109th;9,266930;11,783280;14,468244
110th;9,304947;11,796865;14,468244
111th;9,325756;11,822623;14,516828
112th;9,339987;11,839131;14,608197
113th;9,344116;11,894064;14,633878
114th;9,344116;11,931895;14,719580
115th;9,375885;11,974501;14,749073
116th;9,375885;11,986647;14,749073
117th;9,386815;12,086682;14,806301
118th;9,394875;12,096152;14,806301
119th;9,394875;12,173991;14,875262
120th;9,409831;12,264898;14,997396
121th;9,448153;12,293649;15,022753
122th;9,453526;12,305518;15,102708
123th;9,453526;12,377367;15,113050
124th;9,488069;12,721514;15,258226
125th;9,509761;12,723931;15,291599
126th;9,519050;12,809756;15,353517
127th;9,568370;12,823490;15,556914
128th;9,585578;12,866616;15,664076
129th;9,586673;13,012539;15,664076
130th;9,617946;13,014715;15,664778
131th;9,620028;13,085879;15,688449
132th;9,630072;13,117260;15,701811
133th;9,648865;13,328702;15,721701
134th;9,660193;13,337198;15,794580
135th;9,660193;13,343677;15,856134
136th;9,689012;13,373394;15,923769
137th;9,723924;13,386932;15,978991
138th;9,755107;13,480237;16,000198
139th;9,759211;13,513015;16,035894
140th;9,772060;13,626003;16,089653
141th;9,772060;13,632273;16,145668
142th;9,784893;13,656536;16,169149
143th;9,796663;13,861198;16,190395
144th;9,806776;13,865565;16,227629
145th;9,846874;14,107705;16,227629
146th;9,846874;14,289726;16,299654
147th;9,854360;14,839473;16,331467
148th;9,869609;14,842631;16,421303
149th;9,885625;15,114617;16,424603
150th;9,885625;15,161179;16,449259
151th;9,904722;15,174956;16,515928
152th;9,912212;15,205574;16,539843
153th;9,926192;15,233213;16,619595
154th;9,937943;15,469287;16,677841
155th;9,945162;15,657778;16,693117
156th;9,951150;15,753875;16,731180
157th;10,008102;15,758616;16,946722
158th;10,017270;15,811666;16,984655
159th;10,021656;15,935953;17,067650
160th;10,027307;15,967619;17,150129
161th;10,027307;15,982428;17,219856
162th;10,039424;16,000397;17,219856
163th;10,040786;16,018003;17,254755
164th;10,068030;16,045954;17,254755
165th;10,075642;16,096785;17,283142
166th;10,082327;16,158638;17,287155
167th;10,088089;16,181496;17,296543
168th;10,098635;16,407024;17,377304
169th;10,100569;16,420500;17,548594
170th;10,112598;16,488396;17,580008
171th;10,117667;16,547104;17,580008
172th;10,159279;16,614100;17,708799
173th;10,173159;16,614189;17,708799
174th;10,188411;16,631731;17,755941
175th;10,194771;16,633617;17,833733
176th;10,194926;16,635571;17,839180
177th;10,248761;16,715450;18,011065
178th;10,257762;16,790529;18,193701
179th;10,263140;16,909393;18,261555
180th;10,266802;16,936808;18,400280
181th;10,269346;17,057577;18,400280
182th;10,339265;17,057920;18,438030
183th;10,351771;17,069582;18,473587
184th;10,377635;17,095549;18,513508
185th;10,412536;17,264599;18,618708
186th;10,443299;17,367270;18,672758
187th;10,443299;17,390533;18,861130
188th;10,446571;17,436268;18,869204
189th;10,449329;17,449369;18,893513
190th;10,461938;17,536903;18,899508
191th;10,461938;17,605152;18,914694
192th;10,486320;17,722469;18,966833
193th;10,489717;17,831240;18,984575
194th;10,490323;17,861227;19,038509
195th;10,490323;18,090916;19,038509
196th;10,500000;18,122414;19,083696
197th;10,502650;18,128180;19,155970
198th;10,508554;18,160526;19,170391
199th;10,532131;18,267696;19,170391
200th;10,536905;18,350483;19,322762
