;Train-Train;Train-Test;Test-Test
98th;0,155006;0,194790;0,232420
99th;0,155422;0,194924;0,233353
100th;0,155665;0,196779;0,234513
101th;0,155665;0,198726;0,234894
102th;0,155880;0,198800;0,235357
103th;0,155956;0,199019;0,235426
104th;0,156072;0,199706;0,235426
105th;0,156662;0,202777;0,235913
106th;0,157275;0,203849;0,237478
107th;0,157570;0,205302;0,238088
108th;0,158512;0,205457;0,238521
109th;0,159061;0,205579;0,238541
110th;0,159248;0,205907;0,238707
111th;0,159320;0,205983;0,240294
112th;0,159320;0,206645;0,240828
113th;0,159537;0,208463;0,243214
114th;0,160150;0,209111;0,244679
115th;0,160277;0,209265;0,245571
116th;0,160516;0,210446;0,247882
117th;0,160573;0,216707;0,247892
118th;0,160933;0,217321;0,248317
119th;0,161191;0,217522;0,248542
120th;0,161442;0,219321;0,250143
121th;0,161894;0,220274;0,250143
122th;0,162046;0,224010;0,253017
123th;0,162162;0,224178;0,254721
124th;0,162545;0,224225;0,255293
125th;0,162978;0,225367;0,255692
126th;0,163147;0,226955;0,257054
127th;0,163157;0,228288;0,257686
128th;0,164043;0,228595;0,257686
129th;0,164401;0,229760;0,259011
130th;0,164962;0,230214;0,261203
131th;0,165365;0,230472;0,262846
132th;0,165603;0,231980;0,266882
133th;0,165871;0,232941;0,267644
134th;0,166014;0,237148;0,267644
135th;0,166183;0,242561;0,270254
136th;0,166470;0,243115;0,270833
137th;0,166493;0,244327;0,273579
138th;0,166997;0,247212;0,275002
139th;0,167089;0,249590;0,277945
140th;0,167314;0,252650;0,278510
141th;0,167354;0,256247;0,278541
142th;0,168055;0,256611;0,279544
143th;0,168086;0,256711;0,282265
144th;0,168192;0,258323;0,282402
145th;0,168230;0,260325;0,284008
146th;0,168382;0,263004;0,284667
147th;0,169196;0,264259;0,285134
148th;0,169199;0,269547;0,285513
149th;0,169451;0,273575;0,287509
150th;0,169579;0,275726;0,288144
151th;0,169625;0,278788;0,288579
152th;0,169688;0,278873;0,289991
153th;0,169726;0,279151;0,291001
154th;0,169972;0,279205;0,291626
155th;0,170685;0,282550;0,293745
156th;0,171051;0,282787;0,294024
157th;0,171522;0,282955;0,294165
158th;0,172354;0,283097;0,294546
159th;0,172595;0,283338;0,295977
160th;0,172595;0,286937;0,296367
161th;0,172695;0,287318;0,298669
162th;0,174505;0,287618;0,299906
163th;0,174913;0,289336;0,300052
164th;0,174936;0,292579;0,300846
165th;0,175069;0,293870;0,302965
166th;0,175144;0,296851;0,306002
167th;0,175332;0,297802;0,306307
168th;0,175696;0,297920;0,306312
169th;0,176054;0,300531;0,308009
170th;0,176600;0,301737;0,309955
171th;0,176655;0,303443;0,310741
172th;0,176714;0,303481;0,311347
173th;0,177868;0,305402;0,311469
174th;0,178107;0,306316;0,312195
175th;0,178214;0,308458;0,312616
176th;0,178214;0,310034;0,314834
177th;0,178263;0,310723;0,315168
178th;0,178651;0,311362;0,318855
179th;0,178651;0,313174;0,318972
180th;0,178764;0,313221;0,319461
181th;0,179033;0,320626;0,321868
182th;0,179236;0,321050;0,322378
183th;0,179702;0,322066;0,322721
184th;0,180323;0,322922;0,323213
185th;0,180351;0,323453;0,324165
186th;0,181074;0,324155;0,325357
187th;0,181350;0,325990;0,326698
188th;0,181382;0,326465;0,327054
189th;0,181512;0,327151;0,327092
190th;0,181587;0,328075;0,328522
191th;0,182104;0,329881;0,328783
192th;0,182232;0,330777;0,330444
193th;0,182246;0,331853;0,330981
194th;0,182471;0,336875;0,331361
195th;0,183264;0,337681;0,337007
196th;0,183706;0,338178;0,339510
197th;0,183959;0,338357;0,340988
198th;0,184851;0,339511;0,341307
199th;0,185106;0,341948;0,342310
200th;0,185157;0,342569;0,343851
