time;train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust
268393,4329;64,8253;2,4044;69,0440;1,5017;31,4966
269687,9258;65,1153;2,3946;67,5200;1,4956;30,3241
270972,1072;65,4122;2,3832;69,0660;1,4412;32,2034
272262,8194;65,6048;2,3746;70,6700;1,4030;33,2552
273561,3422;65,9366;2,3611;69,8520;1,4070;31,9897
274842,3758;66,1218;2,3543;70,4300;1,4016;32,9862
278255,0219;66,4346;2,3431;70,3240;1,4069;32,3621
279383,5176;66,6589;2,3329;70,2400;1,3970;32,4000
280851,7427;66,9028;2,3238;71,0860;1,3805;34,3241
281997,2416;67,2015;2,3112;71,3980;1,3656;34,0345
283410,3931;67,4643;2,3012;71,0480;1,3749;33,4724
284755,3341;67,8154;2,2894;71,8400;1,3494;34,4586
286181,4208;67,0320;2,3225;70,9860;1,3814;33,7345
290253,7676;66,0458;2,3632;69,2600;1,4589;32,6828
291647,8467;65,0602;2,4049;69,2000;1,5141;29,5897
292924,3885;64,1992;2,4389;66,6000;1,5885;29,3655
294682,8553;63,2866;2,4774;66,3760;1,5818;27,3345
296031,1314;63,3134;2,4741;68,1580;1,5727;30,9276
297348,6327;63,4301;2,4702;68,3280;1,4909;29,9276
299017,5443;63,4696;2,4665;66,1700;1,6038;28,2000
300367,6753;63,6314;2,4613;68,1600;1,4876;31,2862
301727,6451;63,6224;2,4601;68,4920;1,4612;31,7379
303920,2548;63,7009;2,4573;68,4320;1,4786;30,0897
305659,3037;63,7096;2,4568;68,5760;1,4692;31,4241
307197,1996;63,7790;2,4530;66,6560;1,5996;27,7172
309068,8745;63,8345;2,4513;67,8180;1,5011;30,2103
310508,9802;63,8644;2,4493;67,9680;1,5148;30,6966
311803,6250;63,8981;2,4472;68,2880;1,4821;31,0414
313676,5917;63,9219;2,4473;68,2640;1,5266;30,8897
315201,9388;63,9390;2,4458;67,2660;1,5312;28,9931
316706,1722;63,9846;2,4439;68,0180;1,5387;30,4069
317966,2716;63,9536;2,4445;68,3740;1,4350;30,7138
319861,2349;64,0235;2,4432;68,6440;1,4834;30,4310
322542,4034;67,0346;2,3225;70,4960;1,3812;33,4621
324221,6579;67,1754;2,3183;70,8740;1,4030;34,4483
325545,9598;67,4095;2,3081;70,7720;1,3953;33,1724
328052,9214;67,8066;2,2923;71,0260;1,3932;34,0793
329546,8962;67,9858;2,2864;71,5920;1,3589;33,7759
330998,0716;68,3645;2,2699;71,8200;1,3537;33,6517
333169,3670;68,6996;2,2568;72,1740;1,3379;35,4172
334689,1468;69,0862;2,2448;72,4300;1,3227;35,6276
336465,1641;69,4498;2,2306;72,7500;1,2762;35,1759
338889,6119;69,7550;2,2184;72,2280;1,3206;34,8897
340965,3072;70,1008;2,2058;72,8780;1,3028;36,0414
345647,2863;70,4217;2,1937;73,1920;1,2810;36,4448
348589,2549;70,7989;2,1797;73,1640;1,3069;36,0690
350696,5011;71,1511;2,1673;74,3520;1,2741;37,4931
352666,3437;71,5735;2,1527;73,9160;1,2801;37,6793
355704,9980;71,8953;2,1387;74,6680;1,2573;37,5345
360088,4025;72,2479;2,1254;74,5060;1,2475;38,7414
364627,5114;72,6146;2,1113;74,5400;1,2461;37,5345
367684,6951;72,9222;2,0987;74,8980;1,2378;38,7862
374192,6409;73,2923;2,0853;75,1120;1,2107;38,3862
375857,6353;73,7170;2,0713;75,4760;1,2068;39,6897
377137,2878;74,0530;2,0581;75,4820;1,2159;39,1172
378368,0023;74,4215;2,0450;75,7100;1,2020;39,5931
379816,1696;74,7783;2,0304;75,7940;1,2063;38,9862
381116,2668;75,1354;2,0203;75,9840;1,1901;40,0828
382963,6737;75,4419;2,0077;76,1920;1,2000;40,3172
384870,3816;75,7741;1,9953;76,5300;1,1865;40,4138
386286,2984;76,1157;1,9836;76,5440;1,1900;40,7517
387435,9050;76,4425;1,9723;76,7420;1,1838;40,8034
389520,6604;76,7720;1,9605;76,9140;1,1705;40,9621
390902,6804;77,0085;1,9512;76,9940;1,1829;41,6448
392381,7606;77,3416;1,9411;76,9720;1,1625;41,6517
393621,2858;77,5210;1,9332;77,1900;1,1646;41,3517
395460,7665;77,7956;1,9229;77,1840;1,1539;41,4552
396756,4024;77,9420;1,9180;77,3900;1,1604;41,3828
397912,1297;78,1225;1,9109;77,4100;1,1615;41,8862
399861,6388;78,4042;1,9022;77,5180;1,1550;42,0310
401030,2868;78,5222;1,8965;77,5760;1,1554;41,9552
402155,0646;78,6003;1,8937;77,6340;1,1518;41,9276
403391,2539;78,7438;1,8892;77,5960;1,1584;41,9034
404460,6477;78,7819;1,8872;77,6060;1,1613;42,0414
405772,8934;78,8839;1,8822;77,7300;1,1500;41,9586
406863,3779;78,9336;1,8819;77,6900;1,1510;42,1483
