;Train-Train;Train-Test;Test-Test
61th;63,576469;74,686279;81,823524
62th;63,647072;74,917656;81,823524
63th;63,647072;74,925499;82,305878
64th;63,752937;75,329422;82,466667
65th;63,839214;75,490196;82,466667
66th;63,839214;75,529404;82,529434
67th;64,200005;75,556854;82,529434
68th;64,200005;75,584312;82,662750
69th;65,164719;75,745102;82,662750
70th;65,392174;75,788239;83,047073
71th;65,392174;75,811783;84,156860
72th;65,631371;75,823532;84,172562
73th;65,792152;75,839218;84,172562
74th;65,847076;75,929413;84,231369
75th;65,894119;76,231369;84,443146
76th;65,901962;76,407852;84,564728
77th;66,019615;76,411766;84,564728
78th;66,062752;76,545090;84,686264
79th;66,062752;76,647057;84,780396
80th;66,333344;76,658829;84,780396
81th;66,341179;76,694115;84,898064
82th;66,380402;76,870590;84,905899
83th;66,450974;76,882370;85,184311
84th;66,454910;77,211761;85,309830
85th;66,541183;77,247070;85,486305
86th;66,627449;77,282364;85,874535
87th;66,698036;77,705894;86,141197
88th;66,698036;77,929428;86,376480
89th;66,701958;78,156868;86,392166
90th;66,811768;78,325493;86,564705
91th;66,882355;78,364723;86,650978
92th;66,956879;78,490211;87,050980
93th;67,117645;78,647079;87,050980
94th;67,192154;78,756874;87,082352
95th;67,203941;78,819618;87,349045
96th;67,203941;78,839218;87,352943
97th;67,352936;78,874504;87,505882
98th;67,352936;78,952965;87,564735
99th;67,392174;79,035294;87,705902
100th;67,392174;79,113724;87,784309
101th;67,498032;79,117645;87,839218
102th;67,498032;79,141190;88,019623
103th;67,545105;79,219604;88,019623
104th;67,545105;79,450981;88,066666
105th;67,552933;79,658829;88,243149
106th;67,619621;79,835289;88,301987
107th;67,788231;79,850983;88,309814
108th;67,894119;80,000015;88,396088
109th;67,996109;80,200012;88,623528
110th;67,996109;80,219604;88,745117
111th;68,227463;80,231384;89,019623
112th;68,388245;80,317657;89,137260
113th;68,450989;80,352951;89,329430
114th;68,462753;80,501968;89,592178
115th;68,498047;80,843140;89,592178
116th;68,498047;80,850983;89,733337
117th;68,517662;80,878448;90,007866
118th;68,517662;80,898041;90,274521
119th;68,525497;81,207855;90,274521
120th;68,647064;81,262756;90,286278
121th;68,949020;81,447067;90,286278
122th;69,078438;81,647064;90,356865
123th;69,101974;81,752945;90,376495
124th;69,101974;82,070587;90,466675
125th;69,243134;82,117661;90,572540
126th;69,254906;82,176468;90,619614
127th;69,254906;82,301956;90,905884
128th;69,278427;82,329407;90,905884
129th;69,278427;82,384323;91,035294
130th;69,305878;82,501976;91,047058
131th;69,349014;82,815689;91,050980
132th;69,509796;82,890213;91,066666
133th;69,509796;83,070587;91,317642
134th;69,545097;83,345093;91,611771
135th;69,635300;83,623528;91,839226
136th;69,643143;83,796074;92,058823
137th;69,643143;83,878433;92,266670
138th;69,647072;84,113724;92,349037
139th;69,647072;84,129417;92,400002
140th;69,670586;84,160797;92,474518
141th;69,894112;84,215698;92,603928
142th;69,921570;84,247063;92,831367
143th;69,925484;84,384323;92,854904
144th;69,925484;84,521576;92,854904
145th;70,074516;84,576477;93,011765
146th;70,333328;84,619614;93,011765
147th;70,341179;84,729424;93,031372
148th;70,356857;84,796082;93,031372
149th;70,368622;84,803925;93,549011
150th;70,560783;84,964722;93,658813
151th;70,584335;85,094124;93,682358
152th;70,698059;85,215683;93,749031
153th;70,768646;85,227448;94,011787
154th;70,768646;85,231392;94,062744
155th;71,007835;85,313736;94,062744
156th;71,078430;85,364708;94,094116
157th;71,117653;85,435310;94,105904
158th;71,117653;85,541168;94,129410
159th;71,243134;85,541183;94,129410
160th;71,243134;85,592171;94,235298
161th;71,270615;85,607834;94,235298
162th;71,270615;85,682358;94,376480
163th;71,298035;85,686279;94,494125
164th;71,525513;85,729416;94,517654
165th;71,525513;85,764725;94,572571
166th;71,647079;85,866669;94,619606
167th;71,670593;85,874512;94,619606
168th;71,760788;86,035324;94,650978
169th;71,933334;86,094116;94,760788
170th;71,937263;86,199997;94,788231
171th;71,980392;86,235306;94,823532
172th;71,992172;86,517639;95,000000
173th;72,027451;86,572563;95,000000
174th;72,027451;86,631378;95,054916
175th;72,039230;86,690216;95,133339
176th;72,062752;86,788239;95,325485
177th;72,149017;86,823524;95,388245
178th;72,180389;86,831375;95,423546
179th;72,180420;87,203934;95,439224
180th;72,270584;87,321571;95,439224
181th;72,270584;87,427475;95,470596
182th;72,407845;87,474503;95,552940
183th;72,415695;87,498039;95,607834
184th;72,450974;87,686295;95,607834
185th;72,450974;87,921585;95,631378
186th;72,450974;88,066666;95,745094
187th;72,501968;88,101959;95,745094
188th;72,501968;88,329414;95,749023
189th;72,517639;88,447083;95,780426
190th;72,541176;88,564705;95,811775
191th;72,541176;88,600021;95,941170
192th;72,596085;88,619614;96,109802
193th;72,596085;88,807846;96,125488
194th;72,607849;88,984344;96,333328
195th;72,607849;89,043144;96,349037
196th;72,650978;89,137253;96,364700
197th;72,827446;89,188232;96,392166
198th;72,941177;89,243134;96,482346
199th;72,941177;89,274506;96,552933
200th;73,000000;89,352959;96,552933
