;Train-Train;Train-Test;Test-Test
161th;0,152941;0,176471;0,196078
162th;0,152941;0,176471;0,196078
163th;0,152941;0,176471;0,196078
164th;0,152941;0,176471;0,196078
165th;0,152941;0,176471;0,196078
166th;0,152941;0,176471;0,196078
167th;0,152941;0,176471;0,196078
168th;0,152941;0,180392;0,196078
169th;0,152941;0,180392;0,196078
170th;0,152941;0,180392;0,196078
171th;0,152941;0,180392;0,196078
172th;0,152941;0,180392;0,196078
173th;0,152941;0,180392;0,196078
174th;0,152941;0,180392;0,196078
175th;0,152941;0,180392;0,196078
176th;0,152941;0,180392;0,196078
177th;0,152941;0,180392;0,196078
178th;0,152941;0,180392;0,196078
179th;0,152941;0,180392;0,196078
180th;0,152941;0,180392;0,196078
181th;0,152941;0,180392;0,196078
182th;0,152941;0,180392;0,196078
183th;0,152941;0,180392;0,200000
184th;0,152941;0,180392;0,200000
185th;0,152941;0,184314;0,200000
186th;0,156863;0,184314;0,200000
187th;0,156863;0,184314;0,200000
188th;0,156863;0,184314;0,200000
189th;0,156863;0,184314;0,200000
190th;0,156863;0,184314;0,200000
191th;0,156863;0,184314;0,200000
192th;0,156863;0,184314;0,200000
193th;0,156863;0,184314;0,200000
194th;0,156863;0,184314;0,200000
195th;0,156863;0,184314;0,200000
196th;0,156863;0,184314;0,200000
197th;0,156863;0,184314;0,200000
198th;0,156863;0,184314;0,200000
199th;0,156863;0,184314;0,200000
200th;0,156863;0,184314;0,200000
