;Train-Train;Train-Test;Test-Test
62th;3,493542;4,478355;4,970690
63th;3,493542;4,511658;4,970690
64th;3,499459;4,525522;4,975416
65th;3,501168;4,526452;4,986603
66th;3,513454;4,528758;4,994591
67th;3,527342;4,530361;5,010682
68th;3,527342;4,533782;5,014371
69th;3,534429;4,534237;5,019517
70th;3,534498;4,547251;5,031250
71th;3,548939;4,555699;5,046548
72th;3,548939;4,564386;5,068223
73th;3,569689;4,570720;5,085145
74th;3,569689;4,573870;5,085631
75th;3,600266;4,597389;5,085631
76th;3,600266;4,613994;5,091976
77th;3,604211;4,626794;5,092624
78th;3,604211;4,634276;5,097775
79th;3,608140;4,634782;5,118969
80th;3,609612;4,645042;5,144921
81th;3,609612;4,646684;5,144945
82th;3,625404;4,647919;5,145182
83th;3,685861;4,665718;5,173999
84th;3,685861;4,676634;5,176959
85th;3,692661;4,683983;5,182103
86th;3,696419;4,689427;5,203129
87th;3,696419;4,701983;5,204398
88th;3,701180;4,703618;5,224045
89th;3,701180;4,704721;5,226487
90th;3,702367;4,722474;5,226487
91th;3,716156;4,728022;5,233873
92th;3,716156;4,730267;5,236846
93th;3,746385;4,730364;5,239217
94th;3,746385;4,730635;5,239217
95th;3,747004;4,734659;5,239876
96th;3,759087;4,747507;5,243816
97th;3,764253;4,766310;5,243817
98th;3,764253;4,767229;5,247209
99th;3,767197;4,768327;5,256222
100th;3,787089;4,770336;5,256576
101th;3,787830;4,779271;5,263990
102th;3,787830;4,780254;5,271394
103th;3,788313;4,783069;5,288145
104th;3,794672;4,786090;5,288145
105th;3,794801;4,787004;5,290568
106th;3,818802;4,790222;5,291099
107th;3,838355;4,794457;5,292298
108th;3,838355;4,795348;5,299726
109th;3,848973;4,800678;5,313028
110th;3,848973;4,809658;5,320697
111th;3,849589;4,813134;5,325495
112th;3,849589;4,821411;5,330502
113th;3,851998;4,826589;5,330502
114th;3,851998;4,827088;5,330988
115th;3,857603;4,827139;5,331435
116th;3,869704;4,840946;5,339865
117th;3,874417;4,842410;5,339865
118th;3,876201;4,847995;5,360309
119th;3,878118;4,848221;5,371149
120th;3,878118;4,852629;5,374994
121th;3,878149;4,856322;5,378655
122th;3,879211;4,860606;5,380150
123th;3,879211;4,865576;5,388474
124th;3,881736;4,868309;5,414102
125th;3,897130;4,869238;5,420958
126th;3,902154;4,877078;5,422956
127th;3,902154;4,890152;5,426252
128th;3,903999;4,893320;5,427155
129th;3,907371;4,893975;5,427155
130th;3,907371;4,896019;5,432561
131th;3,908062;4,898407;5,440994
132th;3,916611;4,908874;5,440994
133th;3,919478;4,920560;5,452879
134th;3,919478;4,930696;5,452879
135th;3,922614;4,939558;5,460549
136th;3,923664;4,942158;5,460549
137th;3,926261;4,945671;5,462823
138th;3,928359;4,952990;5,464463
139th;3,930285;4,955158;5,469632
140th;3,932350;4,959098;5,469632
141th;3,935888;4,960316;5,474584
142th;3,936616;4,964178;5,474584
143th;3,943541;4,969416;5,483996
144th;3,946937;4,971943;5,488269
145th;3,948521;4,980951;5,488269
146th;3,949047;5,007020;5,500893
147th;3,949480;5,016437;5,500893
148th;3,960298;5,019979;5,511690
149th;3,965273;5,022022;5,513732
150th;3,971010;5,023662;5,522592
151th;3,995023;5,027142;5,533479
152th;3,995328;5,028347;5,535794
153th;3,995328;5,036633;5,541817
154th;4,000458;5,039275;5,544564
155th;4,001251;5,047746;5,558011
156th;4,001358;5,047752;5,560217
157th;4,003306;5,053474;5,569496
158th;4,003539;5,055479;5,569787
159th;4,003539;5,056589;5,576746
160th;4,008155;5,060088;5,580674
161th;4,010332;5,065031;5,596423
162th;4,010332;5,069440;5,596456
163th;4,015230;5,074710;5,597589
164th;4,015230;5,083051;5,604672
165th;4,017418;5,084731;5,606469
166th;4,018254;5,088943;5,613443
167th;4,023244;5,092456;5,614226
168th;4,027940;5,094942;5,623394
169th;4,032643;5,099761;5,625933
170th;4,032643;5,100121;5,626655
171th;4,033218;5,104343;5,627170
172th;4,035260;5,110737;5,636585
173th;4,043389;5,114326;5,638028
174th;4,046091;5,116036;5,638028
175th;4,048066;5,119507;5,644827
176th;4,057524;5,119853;5,646433
177th;4,066945;5,130389;5,652823
178th;4,073183;5,131255;5,653644
179th;4,073183;5,134132;5,653644
180th;4,074898;5,139791;5,659961
181th;4,080250;5,141878;5,659961
182th;4,080474;5,142880;5,663163
183th;4,083420;5,143592;5,664213
184th;4,083420;5,144803;5,664213
185th;4,090558;5,147564;5,670799
186th;4,090763;5,153331;5,678422
187th;4,093129;5,158504;5,680725
188th;4,093853;5,158925;5,680725
189th;4,093853;5,162289;5,685740
190th;4,111113;5,172778;5,688830
191th;4,111350;5,176243;5,688949
192th;4,116190;5,187424;5,694728
193th;4,123046;5,190264;5,702188
194th;4,123046;5,202844;5,703478
195th;4,125222;5,209883;5,708559
196th;4,134282;5,224081;5,714661
197th;4,148386;5,226481;5,717207
198th;4,148386;5,226510;5,720685
199th;4,148945;5,227934;5,729008
200th;4,149372;5,230455;5,729008
